"syn"	"gene"
"FP3214::p53-regulated DDA3::MGC1780::OTTHUMP00000013785::OTTHUMP00000013786::OTTHUMP00000205834::OTTHUMP00000205835::OTTHUMP00000205836::DDA3::differential display and activated by p53::RP11-297O4.2::proline/serine-rich coiled-coil 1::proline/serine-rich coiled-coil protein 1"	"PSRC1"
"L-seryl-tRNA(Sec) kinase::C10orf89::OTTHUMP00000020668::MGC35392::phosphoseryl-tRNA kinase::O-phosphoseryl-tRNA(Sec) kinase"	"PSTK"
"PEST phosphatase-interacting protein 1::PAPAS::proline-serine-threonine phosphatase interacting protein 1::proline-serine-threonine phosphatase-interacting protein 1::PSTPIP::CD2 antigen-binding protein 1::CD2 cytoplasmic tail-binding protein::CD2-binding protein 1::CD2BP1::CD2BP1L::CD2BP1S::H-PIP"	"PSTPIP1"
"proline-serine-threonine phosphatase interacting protein 2::proline-serine-threonine phosphatase-interacting protein 2::MAYP::MGC34175::PEST phosphatase-interacting protein 2"	"PSTPIP2"
"OTTHUMP00000004040::OTTHUMP00000004041::platelet-activating factor receptor::PAF-R::PAFR"	"PTAFR"
"4930428J16Rik::FLJ45604::OTTHUMP00000021436::OTTHUMP00000021437::protein prenyltransferase alpha subunit repeat containing 1::protein prenyltransferase alpha subunit repeat-containing protein 1::RP11-109D9.2"	"PTAR1"
"MGC8461::MGC10830::polypyrimidine tract binding protein (heterogeneous nuclear ribonucleoprotein I)::polypyrimidine tract binding protein 1::polypyrimidine tract-binding protein 1::pPTB::PTB::PTB-1::PTB-T::PTB2::PTB3::PTB4::RNA-binding protein::57 kDa RNA-binding protein PPTB-1::hnRNP I::HNRNP-I::HNRNPI::HNRPI::heterogeneous nuclear ribonucleoprotein I::heterogeneous nuclear ribonucleoprotein polypeptide I"	"PTBP1"
"FLJ34897::neural polypyrimidine tract binding protein::neural polypyrimidine tract-binding protein::neurally-enriched homolog of PTB::nPTB::nPTB5::nPTB6::nPTB7::nPTB8::polypyrimidine tract binding protein 2::polypyrimidine tract-binding protein 2::OTTHUMP00000012411::MIBP::brPTB::PTB::PTB-like::PTB-like protein::PTBLP::splicing regulator"	"PTBP2"
"regulator of differentiation (in S. pombe) 1::regulator of differentiation (in S. pombi) 1::regulator of differentiation 1::RP11-165N19.1::ROD1::ROD1 regulator of differentiation 1::DKFZp781I1117::polypyrimidine tract binding protein 3::polypyrimidine tract-binding protein 3::OTTHUMP00000021933::fission yeast differentiation regulator"	"PTBP3"
"pentatricopeptide repeat domain 1::pentatricopeptide repeat-containing protein 1::KIAA0632"	"PTCD1"
"FLJ12598::OTTHUMP00000126945::pentatricopeptide repeat domain 2::pentatricopeptide repeat-containing protein 2"	"PTCD2"
"pentatricopeptide repeat domain 3::pentatricopeptide repeat-containing protein 3, mitochondrial::DKFZp666K071::FLJ20758::TRG-15::TRG15::transformation-related gene 15 protein"	"PTCD3"
"PTC::PTC1::PTCH::PTCH protein +12b::PTCH protein +4'::PTCH protein -10::PTCH protein -3,4,5::PTCH11::protein patched homolog 1::RP11-435O5.3::FLJ26746::FLJ42602::HPE7::patched::patched 1::patched homolog 1::NBCCS::OTTHUMP00000021709::OTTHUMP00000021710::BCNS"	"PTCH1"
"PTC2::protein patched homolog 2::RP11-269F19.8::patched 2::patched homolog 2::OTTHUMP00000010158"	"PTCH2"
"FLJ30296::patched domain containing 1::patched domain-containing protein 1::MGC149798::OTTHUMP00000023055"	"PTCHD1"
"patched domain containing 2::patched domain-containing protein 2::DISP3::dispatched 3::KIAA1337::hCG_24779::protein dispatched homolog 3"	"PTCHD2"
"MGC129888::patched domain containing 3::patched domain-containing protein 3::patched-related protein::FLJ44037::PTR"	"PTCHD3"
"dJ402H5.2::C6orf138::patched domain containing 4::patched domain-containing protein 4::patched domain-containing protein C6orf138::OTTHUMP00000039913::OTTHUMP00000016566::FLJ41841::hypothetical protein LOC442213::RP3-402H5.2"	"PTCHD4"
"OTTHUMP00000016409::pre T-cell antigen receptor alpha::pre-T cell receptor alpha chain::pre-T-cell receptor alpha chain::RP3-475N16.3::PT-ALPHA::pT-alpha-TCR::PTA"	"PTCRA"
"KIAA0024::phosphatidylserine synthase 1::serine-exchange enzyme I::PSS-1::PSS1::PSSA::ptdSer synthase 1"	"PTDSS1"
"PSS-2::PSS2::ptdSer synthase 2::serine-exchange enzyme II::phosphatidylserine synthase 2"	"PTDSS2"
"BZS::10q23del::DEC::GLM2::PTEN1::TEP1::OTTHUMP00000020032::MMAC1::MMAC1 phosphatase and tensin homolog deleted on chromosome 10::MHAM::mutated in multiple advanced cancers 1::MGC11227::phosphatase and tensin homolog::phosphatase and tensin-like protein::phosphatidylinositol 3,4,5-trisphosphate 3-phosphatase and dual-specificity protein phosphatase PTEN::phosphatidylinositol-3,4,5-trisphosphate 3-phosphatase and dual-specificity protein phosphatase PTEN"	"PTEN"
"psiPTEN::PTEN-rs::PTEN2::PTH2::phosphatase and tensin homolog pseudogene 1"	"PTENP1"
"resiniferatoxin-binding, phosphotriesterase-related::RPR-1::phosphotriesterase related::phosphotriesterase-related::phosphotriesterase-related protein::parathion hydrolase-related protein::OTTHUMP00000019213::OTTHUMP00000019214::HPHRP"	"PTER"
"PTF1-p48::OTTHUMP00000019309::p48 DNA-binding subunit of transcription factor PTF1::pancreas specific transcription factor, 1a::pancreas transcription factor 1 subunit alpha::pancreas-specific transcription factor 1a::class A basic helix-loop-helix protein 29::class II bHLH protein PTF1A::bHLH transcription factor p48::bHLHa29::exocrine pancreas-specific transcription factor p48"	"PTF1A"
"PGD receptor::PGD2 receptor::MGC49004::AS1::ASRT1::DP::DP1::PTGDR1::prostaglandin D2 receptor::prostaglandin D2 receptor (DP)"	"PTGDR"
"G protein-coupled receptor 44::G-protein coupled receptor 44::GPR44::prostaglandin D2 receptor 2::putative G-protein coupled receptor 44::CD294::DP2::chemoattractant receptor homologous molecule expressed on T helper type 2 cells::chemoattractant receptor-homologous molecule expressed on TH2 cells::CRTH2::DL1R"	"PTGDR2"
"prostaglandin D synthase::prostaglandin D2 synthase 21kDa (brain)::prostaglandin D2 synthase, brain::prostaglandin-D2 synthase::prostaglandin-H2 D-isomerase::RP11-229P13.6::OTTHUMP00000022638::PGD2::PGD2 synthase::PGDS::PGDS2::PDS::glutathione-independent PGD synthase::glutathione-independent PGD synthetase::LPGDS::L-PGDS::lipocalin-type prostaglandin D synthase::lipocalin-type prostaglandin-D synthase::cerebrin-28::beta-trace protein"	"PTGDS"
"PGE receptor EP1 subtype::PGE receptor, EP1 subtype::PGE2 receptor EP1 subtype::prostaglandin E receptor 1 (subtype EP1), 42kDa::prostaglandin E receptor 1, subtype EP1::prostaglandin E2 receptor EP1 subtype::prostanoid EP1 receptor::EP1"	"PTGER1"
"EP2::PGE receptor EP2 subtype::PGE2 receptor EP2 subtype::prostaglandin E receptor 2 (subtype EP2), 53kDa::prostaglandin E2 receptor EP2 subtype::prostanoid EP2 receptor"	"PTGER2"
"prostaglandin E receotor EP3 subtype 3 isoform::prostaglandin E receptor 3 (subtype EP3)::prostaglandin E receptor 3, subtype EP3::prostaglandin E2 receptor::prostaglandin E2 receptor EP3 subtype::prostaglandin receptor (PGE-2)::prostanoid EP3 receptor::RP5-952N6.2::EP3::EP3-I::EP3-II::EP3-III::EP3-IV::EP3e::PGE receptor, EP3 subtype::PGE2 receptor EP3 subtype::PGE2-R::MGC27302::MGC141828::MGC141829::OTTHUMP00000011033::OTTHUMP00000011034::OTTHUMP00000011035"	"PTGER3"
"PGE receptor EP4 subtype::PGE receptor, EP4 subtype::PGE2 receptor EP4 subtype::MGC126583::prostaglandin E receptor 4 (subtype EP4)::prostaglandin E receptor 4, subtype EP4::prostaglandin E2 receptor::prostaglandin E2 receptor EP4 subtype::prostanoid EP4 receptor::EP4::EP4R"	"PTGER4"
"MGC10317::PP102::PP1294::PIG12::p53-induced apoptosis protein 12::p53-induced gene 12::p53-induced gene 12 protein::PGES::OTTHUMP00000022345::microsomal glutathione S-transferase 1-like 1::microsomal prostaglandin E synthase 1::microsomal prostaglandin E synthase-1::MGST-IV::MGST1-L1::MGST1-like 1::MGST1L1::MPGES::mPGES-1::glutathione S-transferase 1-like 1::TP53I12::prostaglandin E synthase::tumor protein p53 inducible protein 12"	"PTGES"
"FLJ14038::gamma-interferon-activated transcriptional element-binding factor 1::GATE-binding factor 1::GBF-1::GBF1::C9orf15::OTTHUMP00000022231::MGC11289::membrane-associated prostaglandin E synthase 2::mPGES-2::microsomal prostaglandin E synthase-2::PGES2::RP11-395P17.2::prostaglandin E synthase 2"	"PTGES2"
"Hsp90 co-chaperone::P23::telomerase-binding protein p23::TEBP::unactive progesterone receptor, 23 kD::progesterone receptor complex p23::prostaglandin E synthase 3::prostaglandin E synthase 3 (cytosolic)::prostaglandin-E synthase 3::cPGES::cytosolic prostaglandin E synthase::cytosolic prostaglandin E2 synthase"	"PTGES3"
"hypothetical protein LOC73635::putative protein PTGES3L::prostaglandin E synthase 3 (cytosolic)-like::1700113I22Rik::1110069E20Rik::OTTMUSP00000002708"	"PTGES3L"
"prostaglandin F receptor::prostaglandin F receptor (FP)::prostaglandin F2 alpha receptor::prostaglandin F2-alpha receptor::prostaglandin receptor (2-alpha)::prostanoid FP receptor::RP5-944H6.1::MGC120498::MGC46203::OTTHUMP00000011218::OTTHUMP00000011219::OTTHUMP00000037508::PGF receptor::PGF2 alpha receptor::PGF2-alpha receptor::FP"	"PTGFR"
"FPRP::EWI-F::FLJ11001::glu-Trp-Ile EWI motif-containing protein F::KIAA1436::prostaglandin F2 receptor negative regulator::prostaglandin F2-alpha receptor regulatory protein::prostaglandin F2-alpha receptor-associated protein::SMAP-6::CD315::CD9 partner 1::CD9P-1"	"PTGFRN"
"prostacyclin receptor::prostaglandin I2 (prostacyclin) receptor (IP)::prostaglandin I2 receptor::prostanoid IP receptor::PRIPR::IP::PGI receptor::PGI2 receptor::MGC102830"	"PTGIR"
"MGC126858::MGC126860::PGIS::OTTHUMP00000031777::prostacyclin synthase::prostaglandin I2 (prostacyclin) synthase::prostaglandin I2 synthase::PTGI::cytochrome P450, family 8, subfamily A, polypeptide 1::CYP8::CYP8A1"	"PTGIS"
"RP11-16L21.1::zinc binding alcohol dehydrogenase domain containing 3::ZADH3::prostaglandin reductase 1::15-oxoprostaglandin 13-reductase::OTTHUMP00000021915::NADP-dependent leukotriene B4 12-hydroxydehydrogenase::MGC34943::PGR1::leukotriene B4 12-hydroxydehydrogenase::LTB4DH::FLJ99229"	"PTGR1"
"prostaglandin reductase 2::zinc binding alcohol dehydrogenase, domain containing 1::zinc-binding alcohol dehydrogenase domain-containing protein 1::ZADH1::DKFZp686P10120::15-oxoprostaglandin-delta13-reductase::FLJ99229::FLJ39091::PGR-2::PGR2"	"PTGR2"
"PCOX1::PHS1::PES-1::PGG/HS::PGH synthase 1::PGHS-1::PGHS1::OTTHUMP00000022052::OTTHUMP00000022053::PTGHS::prostaglandin G/H synthase 1::prostaglandin G/H synthase and cyclooxygenase::prostaglandin H2 synthase 1::prostaglandin-endoperoxide synthase 1::prostaglandin-endoperoxide synthase 1 (prostaglandin G/H synthase and cyclooxygenase)::RP11-542K23.6::cyclooxygenase-1::COX1::COX3"	"PTGS1"
"COX-2::COX2::cyclooxygenase 2b::prostaglandin G/H synthase 2::prostaglandin G/H synthase and cyclooxygenase::prostaglandin H2 synthase 2::prostaglandin-endoperoxide synthase 2::prostaglandin-endoperoxide synthase 2 (prostaglandin G/H synthase and cyclooxygenase)::OTTHUMP00000033524::PGG/HS::PGH synthase 2::PGHS-2::PHS II::PHS-2::hCox-2::GRIPGHS"	"PTGS2"
"PTH1::parathormone::parathyrin::parathyroid hormone::parathyroid hormone 1"	"PTH"
"parathyroid hormone 1 receptor::parathyroid hormone receptor 1::parathyroid hormone/parathyroid hormone-related peptide receptor::parathyroid hormone/parathyroid hormone-related protein receptor::PFE::MGC138426::MGC138452::OTTHUMP00000209970::OTTHUMP00000209971::PTH/PTHr receptor::PTH/PTHrP type I receptor::PTH1 receptor::PTHR::PTHR1::seven transmembrane helix receptor"	"PTH1R"
"parathyroid hormone 2::tuberoinfundibular 39 residue protein::tuberoinfundibular 39 residues::tuberoinfundibular peptide of 39 residues::TIP39"	"PTH2"
"PTH2 receptor::PTHR2::parathyroid hormone 2 receptor::parathyroid hormone receptor 2"	"PTH2R"
"HHM::humoral hypercalcemia of malignancy::PTH-related protein::PTH-rP::PTHR::PTHRP::BDE2::parathyroid hormone-like hormone::parathyroid hormone-like protein::parathyroid hormone-like related protein::parathyroid hormone-related protein::parathyroid-like protein::MGC14611::osteostatin::PLP"	"PTHLH"
"p125FAK::PPP1R71::pp125FAK::PTK2 protein tyrosine kinase 2::protein phosphatase 1 regulatory subunit 71::protein phosphatase 1, regulatory subunit 71::focal adhesion kinase 1::focal adhesion kinase-related nonkinase::FRNK::FADK::FADK 1::FAK::FAK-related non-kinase polypeptide::FAK1"	"PTK2"
"PTK::PTK2B protein tyrosine kinase 2 beta::PYK2::protein tyrosine kinase 2 beta::protein-tyrosine kinase 2-beta::proline-rich tyrosine kinase 2::protein kinase B::related adhesion focal tyrosine kinase::RAFTK::FRNK::focal adhesion kinase 2::FADK 2::FADK2::FAK2::OTTHUMP00000162913::OTTHUMP00000128275::PKB::calcium-regulated non-receptor proline-rich tyrosine kinase::CADTK::CAK beta::CAK-beta::CAKB::calcium-dependent tyrosine kinase::cell adhesion kinase beta"	"PTK2B"
"FLJ42088::protein-tyrosine kinase 6::protein-tyrosine kinase BRK::PTK6 protein tyrosine kinase 6::tyrosine-protein kinase BRK::OTTHUMP00000031656::breast tumor kinase::BRK"	"PTK6"
"CCK-4::CCK4::colon carcinoma kinase 4::colon carcinoma kinase-4::tyrosine-protein kinase-like 7::PTK7 protein tyrosine kinase 7::pseudo tyrosine kinase receptor 7::inactive tyrosine-protein kinase 7::OTTHUMP00000039809"	"PTK7"
"prothymosin alpha::prothymosin alpha protein::prothymosin, alpha::TMSA::MGC104802::gene sequence 28"	"PTMA"
"ParaT::parathymosin"	"PTMS"
"Osf-1::osteoblast-specific factor 1::pleiotrophin::pleiotrophin (heparin binding growth factor 8, neurite growth-promoting factor 1)::NEGF1::neurite growth-promoting factor 1::heparin affin regulatory protein::heparin binding growth factor 8::heparin-binding brain mitogen::heparin-binding growth-associated molecule::heparin-binding neurite outgrowth-promoting factor 1::HARP::HB-GAM::HBBM::HBGF8::HBNF::HBNF-1"	"PTN"
"PP642::MGC71475::ACID2::activator interaction domain-containing protein 2::DKFZp586I111::PTOV-1::prostate tumor overexpressed 1::prostate tumor overexpressed gene 1::prostate tumor-overexpressed gene 1 protein"	"PTOV1"
"OTTHUMP00000016675::HH72::RP5-1148A21.2::PTP(CAAX1)::PTP(CAAXI)::PTPCAAX1::Protein tyrosine phosphatase IVA1::protein tyrosine phosphatase type IVA 1::protein tyrosine phosphatase type IVA protein 1::protein tyrosine phosphatase type IVA, member 1::protein-tyrosine phosphatase 4a1::protein-tyrosine phosphatase of regenerating liver 1::PRL-1::PRL1::DKFZp779M0721"	"PTP4A1"
"BM-008::HH13::HH7-2::HU-PP-1::OV-1::phosphatase of regenerating liver 2::OTTHUMP00000003902::protein-tyrosine phosphatase 4a2::protein-tyrosine phosphatase of regenerating liver 2::PRL-2::PRL2::PTP(CAAXII)::ptp-IV1a::ptp-IV1b::PTP4A::PTPCAAX2::protein tyrosine phosphatase IVA::protein tyrosine phosphatase IVA2::protein tyrosine phosphatase type IVA 2::protein tyrosine phosphatase type IVA, member 2"	"PTP4A2"
"potentially prenylated protein tyrosine phosphatase::protein tyrosine phosphatase type IVA 3::protein tyrosine phosphatase type IVA, member 3::protein-tyrosine phosphatase 4a3::protein-tyrosine phosphatase of regenerating liver 3::PRL-3::PRL-R::PRL3"	"PTP4A3"
"RP11-490F3.2::PTP9Q22::protein tyrosine phosphatase domain containing 1::protein tyrosine phosphatase domain containing 1 protein::protein tyrosine phosphatase domain-containing protein 1::protein tyrosine phosphatase PTP9Q22::OTTHUMP00000021688::OTTHUMP00000123402::FLJ42922"	"PTPDC1"
"protein tyrosine phosphatase-like (proline instead of catalytic arginine), member A::protein tyrosine phosphatase-like, member A::protein-tyrosine phosphatase-like member A::CAP::cementum attachment protein::3-hydroxyacyl-CoA dehydratase 1::OTTHUMP00000019240::HACD1"	"PTPLA"
"HSPC121::FLJ90376::HACD3::hB-ind1::butyrate-induced protein 1::butyrate-induced transcript 1::3-hydroxyacyl-CoA dehydratase 3::B-IND1::protein-tyrosine phosphatase-like A domain-containing protein 1::protein tyrosine phosphatase-like A domain containing 1::protein tyrosine phosphatase-like protein PTPLAD1"	"PTPLAD1"
"HACD4::protein-tyrosine phosphatase-like A domain-containing protein 2::protein tyrosine phosphatase-like A domain containing 2::protein tyrosine phosphatase-like protein PTPLAD2::DKFZp686F01145::DKFZp686G24132::3-hydroxyacyl-CoA dehydratase 4::OTTHUMP00000045083"	"PTPLAD2"
"protein tyrosine phosphatase-like (proline instead of catalytic arginine), member b::protein-tyrosine phosphatase-like member B::HACD2::3-hydroxyacyl-CoA dehydratase 2"	"PTPLB"
"protein-tyrosine phosphatase mitochondrial 1::PTEN-like phosphatase::protein tyrosine phosphatase, mitochondrial 1::MOSP::NB4 apoptosis/differentiation related protein::PLIP::PNAS-129::phosphoinositide lipid phosphatase::DUSP23::FLJ46081"	"PTPMT1"
"PTP1B::protein tyrosine phosphatase 1B::protein tyrosine phosphatase, non-receptor type 1::protein tyrosine phosphatase, placental::protein-tyrosine phosphatase 1B::tyrosine-protein phosphatase non-receptor type 1::OTTHUMP00000031266"	"PTPN1"
"MGC14433::NS1::BPTP3::CFC::protein-tyrosine phosphatase 1D::protein-tyrosine phosphatase 2C::protein tyrosine phosphatase, non-receptor type 11::protein tyrosine phosphatase-2::PTP-1D::PTP-2C::PTP2C::SH-PTP2::SH-PTP3::SHP2::tyrosine-protein phosphatase non-receptor type 11"	"PTPN11"
"tyrosine-protein phosphatase non-receptor type 12::PTP-PEST::PTPG1::protein tyrosine phosphatase, non-receptor type 12::protein-tyrosine phosphatase G1::tcag7.1075::OTTHUMP00000025119"	"PTPN12"
"PNP1::tyrosine-protein phosphatase non-receptor type 13::protein-tyrosine phosphatase 1, Fas-associated::protein-tyrosine phosphatase 1E::protein-tyrosine phosphatase PTPL1::protein tyrosine phosphatase 1E::protein tyrosine phosphatase, non-receptor type 13::protein tyrosine phosphatase, non-receptor type 13 (APO-1/CD95 (Fas)-associated phosphatase)::protein tyrosine phosphatase, nonreceptor type 13::PTP-BAS::PTP-BL::PTP1E::PTPL1::PTPLE::hPTP1E::hPTPE1::FAP-1::Fas-associated phosphatase-1::fas-associated protein-tyrosine phosphatase 1::DKFZp686J1497::APO-1/CD95 (Fas)-associated phosphatase"	"PTPN13"
